,imdb_score,director_name,movie_title
1036,6.3,Renny Harlin,The Adventures of Ford Fairlane 
3249,6.3,Paul Schrader,Adam Resurrected 
1421,6.3,Tarsem Singh,The Cell 
4873,6.3,Hilary Brougher,The Sticky Fingers of Time 
830,6.3,Brett Ratner,After the Sunset 
4330,6.3,James Cox,Highway 
4211,6.3,Danny Perez,Antibirth 
3164,6.3,Peter Berg,Very Bad Things 
2188,6.3,Jun Falkenstein,The Tigger Movie 
1413,6.3,Judd Apatow,Trainwreck 
2400,6.3,Thomas Bezucha,The Family Stone 
3228,6.3,Stuart Gordon,Edmond 
1597,6.3,Steve Oedekerk,Ace Ventura: When Nature Calls 
1503,6.3,Brian De Palma,Femme Fatale 
4919,6.3,Rania Attieh,H. 
3113,6.3,John Erick Dowdle,Devil 
4106,6.3,David Nixon,Letters to God 
2678,6.3,Roger Donaldson,The November Man 
488,6.3,Tim Burton,Mars Attacks! 
2491,6.3,Jay Chandrasekhar,Beerfest 
1162,6.3,Carl Franklin,High Crimes 
3942,6.3,Kevin Allen,The Big Tease 
2812,6.3,Alain Resnais,Wild Grass 
3945,6.3,Barry Levinson,An Everlasting Piece 
2831,6.3,Jonathan Glazer,Under the Skin 
934,6.3,Adam McKay,Anchorman 2: The Legend Continues 
53,6.3,Michael Bay,Transformers: Dark of the Moon 
4987,6.3,Lena Dunham,Tiny Furniture 
1826,6.3,Ronny Yu,Formula 51 
3555,6.3,Rachel Perkins,Bran Nue Dae 
1074,6.3,Olivier Megaton,Taken 2 
3955,6.3,Julian Gilbey,A Lonely Place to Die 
3956,6.3,Vincenzo Natali,Nothing 
2201,6.3,Anton Corbijn,The American 
3965,6.3,Mark Griffiths,How to Fall in Love 
2864,6.3,Michael Polish,The Astronaut Farmer 
914,6.3,Phyllida Lloyd,Mamma Mia! 
2880,6.3,Atom Egoyan,Chloe 
3523,6.3,Sofia Coppola,Somewhere 
3521,6.3,Dick Richards,March or Die 
256,6.3,Robert Schwentke,Insurgent 
4793,6.3,Oren Peli,Paranormal Activity 
1135,6.3,Oliver Parker,Johnny English Reborn 
248,6.3,Dave Green,Teenage Mutant Ninja Turtles: Out of the Shadows 
3513,6.3,Kevin Brodie,A Dog of Flanders 
3512,6.3,Jay Duplass,Cyrus 
1771,6.3,Scott Hicks,No Reservations 
2286,6.3,John Hillcoat,Triple 9 
3691,6.3,Jon Wright,Grabbers 
2922,6.3,Tim Story,Barbershop 
5014,6.3,Uwe Boll,Rampage 
2298,6.3,Michael Lembeck,Connie and Carla 
2031,6.3,Neil LaBute,Nurse Betty 
3941,6.3,Robert Lee King,Psycho Beach Party 
2675,6.3,Shana Feste,Country Strong 
4679,6.3,Ben Wheatley,Kill List 
4692,6.3,Caryn Waechter,The Sisterhood of Night 
49,6.3,Bryan Singer,Jack the Giant Slayer 
965,6.3,Gary Fleder,Don't Say a Word 
1927,6.3,Steve Bendelack,Mr. Bean's Holiday 
1174,6.3,Sngmoo Lee,The Warrior's Way 
1948,6.3,Lasse Hallström,Dear John 
394,6.3,Jan de Bont,Twister 
1951,6.3,Philip G. Atwell,War 
4713,6.3,Richard Montoya,Water & Power 
325,6.3,Stephen Sommers,The Mummy Returns 
3919,6.3,Alfred Hitchcock,Topaz 
2725,6.3,Woody Allen,You Will Meet a Tall Dark Stranger 
2730,6.3,Antonio Banderas,Crazy in Alabama 
5003,6.3,Bradley Rust Gray,The Exploding Girl 
3647,6.3,Stefan Ruzowitzky,Deadfall 
4600,6.3,Becky Smith,16 to Life 
41,6.3,John Lasseter,Cars 2 
2213,6.3,Kevin Reynolds,Risen 
3590,6.3,Gary Hardwick,The Brothers 
1234,6.3,Sean Anders,Horrible Bosses 2 
4579,6.3,Gia Coppola,Palo Alto 
1977,6.3,Pascal Chaumeil,A Perfect Plan 
2215,6.3,Todd Strauss-Schulson,A Very Harold & Kumar 3D Christmas 
454,6.3,Chris Wedge,Robots 
982,6.3,Joe Dante,Gremlins 2: The New Batch 
466,6.3,Joe Pytka,Space Jam 
1860,6.3,Michael Cohn,Snow White: A Tale of Terror 
1751,6.3,Lee Tamahori,Along Came a Spider 
491,6.3,Jonathan Mostow,Surrogates 
4429,6.3,Bruce Campbell,My Name Is Bruce 
567,6.3,Clay Kaytis,The Angry Birds Movie 
999,6.3,Richard Donner,Assassins 
2996,6.3,Ira Sachs,Married Life 
1684,6.3,Jean-François Richet,Assault on Precinct 13 
4812,6.3,Harry Beaumont,The Broadway Melody 
4455,6.3,Mathieu Amalric,The Blue Room 
2276,6.3,Michael O. Sajbel,One Night with the King 
2537,6.3,Joe Nussbaum,Sydney White 
883,6.3,Ron Maxwell,Gods and Generals 
1302,6.3,Ulu Grosbard,The Deep End of the Ocean 
234,6.3,James Mangold,Knight and Day 
2962,6.3,Jason Reitman,Young Adult 
343,6.3,Wally Pfister,Transcendence 
867,6.3,Alan Parker,Evita 
4441,6.3,Dave Rodriguez,Once Upon a Time in Queens 
2981,6.3,Woody Allen,Celebrity 
2980,6.3,Christopher Guest,For Your Consideration 
4205,6.2,James Dodson,The Other End of the Line 
3745,6.2,Fred Walton,April Fool's Day 
3794,6.2,Richard Wallace,Tycoon 
3232,6.2,Rafa Lara,"Cinco de Mayo, La Batalla "
1019,6.2,Costa-Gavras,Mad City 
3601,6.2,Sammo Kam-Bo Hung,Mr. Nice Guy 
1417,6.2,Mike Mitchell,Sky High 
2759,6.2,Peter Cousens,Freedom 
3603,6.2,Donald Petrie,Mystic Pizza 
4612,6.2,Randall Rubin,Jimmy and Judy 
1891,6.2,Ivan Reitman,No Strings Attached 
1886,6.2,Tim Story,Ride Along 
416,6.2,John McTiernan,Last Action Hero 
3803,6.2,Paul Andrew Williams,The Cottage 
3360,6.2,Ron Howard,Splash 
2395,6.2,Robert Luketic,Legally Blonde 
1649,6.2,Jon M. Chu,Step Up 3D 
2633,6.2,Michael Dougherty,Krampus 
4574,6.2,Trey Parker,Orgazmo 
3447,6.2,Mike Judge,Extract 
2982,6.2,Ryan Murphy,Running with Scissors 
2036,6.2,Tim Hill,Muppets from Space 
2617,6.2,Thor Freudenthal,Diary of a Wimpy Kid 
2074,6.2,Stephen Frears,Chéri 
2618,6.2,Andrés Muschietti,Mama 
4572,6.2,Khalid Mohamed,Fiza 
3209,6.2,John Waters,Cecil B. DeMented 
138,6.2,Steve Hickner,Bee Movie 
4424,6.2,Jeff Garlin,I Want Someone to Eat Cheese With 
134,6.2,Tim Burton,Dark Shadows 
1454,6.2,Alexandre Aja,Mirrors 
6,6.2,Sam Raimi,Spider-Man 3 
3215,6.2,John Turturro,Illuminata 
1876,6.2,Bill Condon,The Fifth Estate 
3838,6.2,Analeine Cal y Mayor,Treading Water 
3223,6.2,Ralph Fiennes,Coriolanus 
800,6.2,Akiva Goldsman,Winter's Tale 
3225,6.2,Mel Smith,High Heels and Low Lifes 
2387,6.2,George A. Romero,Land of the Dead 
3929,6.2,Kevin Smith,Red State 
2500,6.2,John Fortenberry,A Night at the Roxbury 
2740,6.2,Tony Jaa,Ong-bak 2 
2346,6.2,Daniel Lee,Three Kingdoms: Resurrection of the Dragon 
1027,6.2,Richard LaGravenese,Beautiful Creatures 
4142,6.2,Brian Caunter,Chicago Overcoat 
381,6.2,Phillip Noyce,The Saint 
3751,6.2,Don Coscarelli,The Beastmaster 
3752,6.2,King Vidor,Solomon and Sheba 
2669,6.2,Michael Mayer,Flicka 
1183,6.2,David Frankel,The Big Year 
1460,6.2,Kevin Smith,Jersey Girl 
200,6.2,Shawn Levy,Night at the Museum: Secret of the Tomb 
1680,6.2,Nicholas Stoller,The Five-Year Engagement 
4673,6.2,Clark Baker,Vessel 
2663,6.2,Andrew Fleming,The Craft 
3305,6.2,Davis Guggenheim,Gracie 
2688,6.2,Bryan Barber,Idlewild 
3461,6.2,Sam Raimi,Spider-Man 3 
1457,6.2,Gregory Hoblit,Untraceable 
603,6.2,Mike Nichols,Wolf 
1677,6.2,Scott Derrickson,Deliver Us from Evil 
1456,6.2,Stephen Hopkins,Predator 2 
3315,6.2,Marc Forby,Princess Kaiulani 
2682,6.2,Andrew Dominik,Killing Them Softly 
3022,6.2,Mabel Cheung,A Tale of Three Cities 
4140,6.2,Monte Hellman,Iguana 
331,6.2,Jay Roach,The Campaign 
2306,6.2,Glen Morgan,Willard 
4129,6.2,Lance Kawas,The Deported 
3640,6.2,Peter Cattaneo,Lucky Break 
695,6.2,Jay Roach,Austin Powers in Goldmember 
1430,6.2,Judd Apatow,This Is 40 
412,6.2,Roger Allers,Open Season 
4125,6.2,Conor McPherson,The Eclipse 
3639,6.2,Joey Lauren Adams,Come Early Morning 
760,6.2,Kenneth Branagh,Jack Ryan: Shadow Recruit 
950,6.2,Alex Proyas,Knowing 
1483,6.2,Robert Redford,Lions for Lambs 
1000,6.2,Peter Webber,Hannibal Rising 
407,6.2,Brett Ratner,Tower Heist 
774,6.2,Tony Gilroy,Duplicity 
2722,6.2,Rodman Flender,Idle Hands 
1320,6.2,Iain Softley,Hackers 
1478,6.2,Taylor Hackford,Parker 
2274,6.2,Mark Neveldine,Crank: High Voltage 
1439,6.2,Ethan Coen,The Ladykillers 
2714,6.2,Peter Cattaneo,The Rocker 
2374,6.2,Alan Yuen,Firestorm 
769,6.2,Rob Bowman,Reign of Fire 
961,6.2,David Dobkin,Shanghai Knights 
1473,6.2,Allen Hughes,Broken City 
2478,6.2,Jon M. Chu,Step Up 2: The Streets 
2468,6.2,Lance Hool,One Man's Hero 
1985,6.2,Richard Benjamin,Mrs. Winterbourne 
1775,6.2,Miguel Arteta,"Alexander and the Terrible, Horrible, No Good, Very Bad Day "
2198,6.2,Peter Hewitt,Bill & Ted's Bogus Journey 
1285,6.2,Michael Caton-Jones,City by the Sea 
3798,6.2,Brian De Palma,Redacted 
900,6.2,Steven Zaillian,All the King's Men 
3498,6.2,Steve Miner,Warlock 
1350,6.2,David Mirkin,Heartbreakers 
1284,6.2,Frederik Du Chau,The Magic Sword: Quest for Camelot 
231,6.2,José Padilha,RoboCop 
4309,6.2,Noah Buschel,The Missing Person 
3072,6.2,Giuliano Montaldo,Machine Gun McCain 
4503,6.2,James David Pasternak,Certifiably Jonathan 
3527,6.2,Richard Shepard,Dom Hemingway 
261,6.2,Noam Murro,300: Rise of an Empire 
3528,6.2,Gus Van Sant,Gerry 
2267,6.2,Billy Ray,Secret in Their Eyes 
4784,6.2,Lloyd Kaufman,Poultrygeist: Night of the Chicken Dead 
1808,6.2,Sanaa Hamri,The Sisterhood of the Traveling Pants 2 
4511,6.2,Rob Bowman,Airborne 
3145,6.2,Steve Oedekerk,Kung Pow: Enter the Fist 
4779,6.2,Michael Herz,The Toxic Avenger 
1384,6.2,Irvin Kershner,Never Say Never Again 
1779,6.2,McG,3 Days to Kill 
3774,6.2,Jerry Belson,Jekyll and Hyde... Together Again 
2012,6.2,Jonathan English,Ironclad 
2912,6.2,George Hickenlooper,Casino Jack 
3503,6.2,Gurinder Chadha,Bride & Prejudice 
835,6.2,Kevin Bray,Walking Tall 
3695,6.2,Rohan Sippy,Dum Maaro Dum 
3091,6.2,Darren Lynn Bousman,Saw III 
2032,6.2,Grant Heslov,The Men Who Stare at Goats 
4877,6.2,Tom Seidman,The Christmas Bunny 
1356,6.2,Stephen Herek,Rock Star 
4470,6.2,Jonathan Kesselman,The Hebrew Hammer 
3506,6.2,Tony Maylam,Split Second 
644,6.2,Jon Amiel,Entrapment 
2085,6.2,Andy Fickman,The Game Plan 
1599,6.2,Hugh Wilson,The First Wives Club 
2199,6.2,Barry Levinson,Man of the Year 
3797,6.2,M. Night Shyamalan,The Visit 
1598,6.2,Garry Marshall,The Princess Diaries 
2942,6.2,Jesse Dylan,How High 
3795,6.2,Morgan J. Freeman,Desert Blue 
3686,6.2,Collin Schiffli,Animals 
1288,6.2,Harold Becker,City Hall 
3110,6.2,George Miller,Mad Max Beyond Thunderdome 
5023,6.2,Daryl Wein,Breaking Upwards 
2335,6.2,David Anspaugh,The Game of Their Lives 
54,6.2,Steven Spielberg,Indiana Jones and the Kingdom of the Crystal Skull 
4844,6.2,Paul Bartel,Death Race 2000 
4546,6.2,Russ Meyer,Beyond the Valley of the Dolls 
3885,6.2,Bob Clark,Porky's 
3729,6.2,Tim Blake Nelson,O 
4750,6.2,Justin Lin,Finishing the Game: The Search for a New Bruce Lee 
1549,6.2,John Luessenhop,Takers 
3560,6.2,Stephen Sommers,The Adventures of Huck Finn 
1547,6.2,Rupert Wainwright,Stigmata 
852,6.2,Robert Schwentke,Flightplan 
59,6.2,Brett Ratner,Rush Hour 3 
985,6.2,Alexander Witt,Resident Evil: Apocalypse 
1830,6.2,Norman Jewison,The Statement 
2836,6.2,José Padilha,RoboCop 
1821,6.2,Christian Alvart,Case 39 
1845,6.2,David R. Ellis,Final Destination 2 
1256,6.2,Wes Craven,Scream 4 
2114,6.2,Blake Edwards,Darling Lili 
3947,6.2,Anne Fontaine,Adore 
2076,6.2,Mira Nair,Vanity Fair 
4907,6.2,Adam Rifkin,Shooting the Warwicks 
623,6.2,Bobby Farrelly,Osmosis Jones 
2474,6.2,Rodrigo Cortés,Red Lights 
3062,6.2,Mira Nair,The Perez Family 
4547,6.2,Robert D. Webb,Love Me Tender 
1264,6.2,Bobby Farrelly,Fever Pitch 
3064,6.2,Tim Blake Nelson,O 
1076,6.2,Donald Petrie,Miss Congeniality 
3878,6.2,Ivan Engler,Cargo 
1311,6.2,Gary Fleder,Impostor 
681,6.2,Taylor Hackford,Proof of Life 
2587,6.2,Vicente Amorim,Good 
1300,6.2,Charles Shyer,Alfie 
4062,6.1,Ted Post,Beneath the Planet of the Apes 
1228,6.1,Joe Dante,Small Soldiers 
1110,6.1,Peter Howitt,Johnny English 
804,6.1,Ron Howard,Edtv 
968,6.1,D.J. Caruso,I Am Number Four 
966,6.1,Tommy Wirkola,Hansel & Gretel: Witch Hunters 
805,6.1,Iain Softley,Inkheart 
3371,6.1,Tom Gormican,That Awkward Moment 
1355,6.1,Michael Apted,Extreme Measures 
3325,6.1,Roland Suso Richter,The I Inside 
4013,6.1,Amanda Gusack,The Betrayed 
3754,6.1,Bill Duke,Not Easily Broken 
3730,6.1,John Erick Dowdle,"As Above, So Below "
3492,6.1,Michael Rymer,In Too Deep 
1227,6.1,Peter Chelsom,Shall We Dance 
4107,6.1,Jason Eisener,Hobo with a Shotgun 
795,6.1,Tom Shadyac,Dragonfly 
3606,6.1,Rusty Cundieff,Tales from the Hood 
3891,6.1,Ridley Scott,Exodus: Gods and Kings 
1168,6.1,John Herzfeld,15 Minutes 
1267,6.1,Seth MacFarlane,A Million Ways to Die in the West 
3654,6.1,Barbet Schroeder,Murder by Numbers 
944,6.1,Sean Anders,Daddy's Home 
3953,6.1,Karim Aïnouz,Futuro Beach 
1219,6.1,Gore Verbinski,The Mexican 
3470,6.1,Steven Soderbergh,Magic Mike 
3638,6.1,Wayne Wang,Snow Flower and the Secret Fan 
1376,6.1,Christian Ditter,How to Be Single 
1282,6.1,Penny Marshall,Renaissance Man 
3998,6.1,Edward Burns,She's the One 
3951,6.1,,Sonny with a Chance             
1339,6.1,Andy Tennant,Sweet Home Alabama 
1388,6.1,F. Gary Gray,A Man Apart 
3873,6.1,Nick Love,The Sweeney 
4026,6.1,Eldar Rapaport,August 
3804,6.1,Stephen Herek,Dead Like Me: Life After Death 
1057,6.1,Warren Beatty,Dick Tracy 
3684,6.1,Hitoshi Matsumoto,R100 
3467,6.1,Adrian Lyne,Flashdance 
998,6.1,Barbet Schroeder,Murder by Numbers 
4390,6.1,Brad J. Silverman,Grace Unplugged 
4152,6.1,Leon Ford,Griff the Invisible 
4506,6.1,David Caffrey,Grand Theft Parsons 
2860,6.1,Mark Brown,Two Can Play That Game 
2853,6.1,Kirk Wong,The Big Hit 
4522,6.1,Panos Cosmatos,Beyond the Black Rainbow 
2851,6.1,Preston A. Whitmore II,This Christmas 
2847,6.1,Gene Quintano,Loaded Weapon 1 
2844,6.1,Steve Pink,About Last Night 
2838,6.1,Thomas Carter,Save the Last Dance 
1833,6.1,Mark Waters,Freaky Friday 
1859,6.1,Bob Rafelson,Blood and Wine 
456,6.1,Adam Shankman,Bedtime Stories 
445,6.1,Mimi Leder,Deep Impact 
1873,6.1,Mick Jackson,The Bodyguard 
4583,6.1,Efram Potelle,The Battle of Shaker Heights 
432,6.1,Doug Liman,Jumper 
4596,6.1,John Hamburg,Safe Men 
1890,6.1,Andy Fickman,Parental Guidance 
4601,6.1,Eric Nicholas,Alone with Her 
1893,6.1,Andrzej Bartkowiak,Romeo Must Die 
2750,6.1,Gabe Ibáñez,Automata 
2743,6.1,Ryûhei Kitamura,The Midnight Meat Train 
4617,6.1,Charlie Levi,Childless 
1910,6.1,Brett Ratner,Money Talks 
387,6.1,Alan J. Pakula,The Devil's Own 
2869,6.1,Andrew Fleming,Dick 
2874,6.1,Jez Butterworth,Birthday Girl 
2691,6.1,Brian Koppelman,Knockaround Guys 
4501,6.1,Kurt Voss,Down and Out with the Dolls 
4331,6.1,Jonas Åkerlund,Small Apartments 
1626,6.1,Gary Winick,13 Going on 30 
1630,6.1,Luis Mandoki,Message in a Bottle 
626,6.1,Kerry Conran,Sky Captain and the World of Tomorrow 
4367,6.1,Jonathan Wacks,Ed and His Dead Mother 
4380,6.1,J. Lee Thompson,Conquest of the Planet of the Apes 
1661,6.1,Tom Hanks,Larry Crowne 
605,6.1,George Clooney,The Monuments Men 
3012,6.1,Takashi Yamazaki,Space Battleship Yamato 
1685,6.1,Antoine Fuqua,The Replacement Killers 
4431,6.1,Adam Carolla,Road Hard 
564,6.1,Zack Snyder,Sucker Punch 
1705,6.1,Andy Cadiff,Chasing Liberty 
561,6.1,John Moore,Flight of the Phoenix 
1712,6.1,Peter Howitt,Antitrust 
554,6.1,Tarsem Singh,Immortals 
4466,6.1,Harold Becker,Mercury Rising 
4475,6.1,Steve Miner,Friday the 13th Part 2 
1773,6.1,Ruben Fleischer,30 Minutes or Less 
2902,6.1,Paul Schrader,Cat People 
2901,6.1,Michael Winterbottom,The Killer Inside Me 
1788,6.1,David Gordon Green,Our Brand Is Crisis 
1793,6.1,Agustín Díaz Yanes,Captain Alatriste: The Spanish Musketeer 
367,6.1,Timur Bekmambetov,Ben-Hur 
317,6.1,Patrick Hughes,The Expendables 3 
3094,6.1,James DeMonaco,The Purge: Election Year 
157,6.1,Dean Parisot,Fun with Dick and Jane 
149,6.1,Lee Tamahori,Die Another Day 
2120,6.1,David Palmer,Hit and Run 
2404,6.1,Kirk Jones,My Big Fat Greek Wedding 2 
2145,6.1,Joshua Michael Stern,Swing Vote 
111,6.1,Michael Bay,Pearl Harbor 
2367,6.1,Josh Gordon,The Switch 
4942,6.1,Paul Schrader,Cat People 
107,6.1,Chris Miller,Shrek the Third 
104,6.1,Jon Turteltaub,The Sorcerer's Apprentice 
81,6.1,Rupert Sanders,Snow White and the Huntsman 
76,6.1,Kevin Reynolds,Waterworld 
2195,6.1,Neil LaBute,Lakeview Terrace 
4993,6.1,William Eubank,The Signal 
2315,6.1,Jonathan Glazer,Birth 
2221,6.1,John Schlesinger,Eye for an Eye 
2288,6.1,Damon Santostefano,Three to Tango 
5025,6.1,John Waters,Pink Flamingos 
24,6.1,Chris Weitz,The Golden Compass 
2279,6.1,Walter Hill,Undisputed 
2272,6.1,James Mather,Lockout 
5030,6.1,Tadeo Garcia,On the Downlow 
11,6.1,Bryan Singer,Superman Returns 
2240,6.1,John Carpenter,Vampires 
152,6.1,Barry Sonnenfeld,Men in Black II 
159,6.1,Ridley Scott,Exodus: Gods and Kings 
4721,6.1,Amy Holden Jones,Love Letters 
2439,6.1,John Boorman,The Tailor of Panama 
2648,6.1,Clare Kilner,The Wedding Date 
4725,6.1,Joe Camp,Benji 
295,6.1,Chuck Russell,Eraser 
1971,6.1,Tobe Hooper,Lifeforce 
4745,6.1,Joe Swanberg,Drinking Buddies 
2615,6.1,Howard Zieff,Private Benjamin 
2613,6.1,Timur Bekmambetov,Ben-Hur 
4754,6.1,Alex Smith,The Slaughter Rule 
2006,6.1,Ben Stassen,A Turtle's Tale: Sammy's Adventures 
2017,6.1,Walter Salles,On the Road 
2021,6.1,Wes Craven,Scream 2 
251,6.1,Brad Peyton,San Andreas 
244,6.1,Cedric Nicolas-Troyan,The Huntsman: Winter's War 
4804,6.1,Tom Vaughan,What Happens in Vegas 
4805,6.1,Paul Fox,The Dark Hours 
4814,6.1,Franck Khalfoun,Maniac 
232,6.1,Lana Wachowski,Speed Racer 
2050,6.1,Frank Coraci,The Waterboy 
220,6.1,John Woo,Mission: Impossible II 
2057,6.1,Tony Goldwyn,Someone Like You... 
2062,6.1,Wayne Wang,Anywhere But Here 
2063,6.1,Andy Cadiff,Chasing Liberty 
4866,6.1,Allison Anders,Sugar Town 
1609,6.1,Stig Bergqvist,Rugrats in Paris: The Movie 
4527,6.1,Joel Anderson,Lake Mungo 
682,6.1,Jon Favreau,Zathura: A Space Adventure 
755,6.1,Jon Avnet,Up Close & Personal 
1583,6.1,John Francis Daley,Vacation 
1569,6.1,Steven Soderbergh,The Good German 
3147,6.1,Rob Schmidt,Wrong Turn 
667,6.1,Jon Turteltaub,The Kid 
3176,6.1,Marcus Dunstan,The Collection 
4275,6.1,Max Joseph,We Are Your Friends 
700,6.1,Daniel Lee,Dragon Blade 
725,6.1,Marc Lawrence,Two Weeks Notice 
3242,6.1,Álex de la Iglesia,The Oxford Murders 
4206,6.1,Stefan Ruzowitzky,Anatomy 
748,6.1,Todd Phillips,Starsky & Hutch 
3260,6.1,Steve Carr,Next Friday 
4320,6.1,Colin Minihan,Grave Encounters 
756,6.1,Sam Fell,The Tale of Despereaux 
3270,6.1,Jared Hess,Gentlemen Broncos 
766,6.1,Griffin Dunne,Practical Magic 
776,6.1,Clark Johnson,The Sentinel 
1464,6.1,Susanna White,Nanny McPhee Returns 
777,6.1,Jorge Blanco,Planet 51 
1463,6.1,Scott Mann,Heist 
785,6.1,Harold Becker,Mercury Rising 
3312,6.1,Dario Argento,Two Evil Eyes 
3313,6.1,Eric Lavaine,Barbecue 
3317,6.1,Scott Mann,Heist 
3115,6.1,Leigh Whannell,Insidious: Chapter 3 
3788,6.1,Kevin Spacey,Albino Alligator 
1607,6.1,Anne Fletcher,27 Dresses 
3105,6.1,Victor Salva,Jeepers Creepers 
3418,6.0,Marc Schölermann,Pathology 
2681,6.0,Mark L. Lester,Firestarter 
2748,6.0,Juraj Jakubisko,Bathory: Countess of Blood 
2744,6.0,Darrell Roodt,Winnie Mandela 
1202,6.0,Etan Cohen,Get Hard 
3920,6.0,Bob Odenkirk,Let's Go to Prison 
4635,6.0,Allison Burnett,Ask Me Anything 
3025,6.0,Dan Mazer,Dirty Grandpa 
348,6.0,John Lee Hancock,The Alamo 
1940,6.0,Rupert Wyatt,The Gambler 
945,6.0,Rob Marshall,Into the Woods 
1942,6.0,Tim Fywell,Ice Princess 
2655,6.0,Nicholas Hytner,The Object of My Affection 
4237,6.0,Jon Knautz,Jack Brooks: Monster Slayer 
314,6.0,Brett Ratner,Hercules 
305,6.0,Florian Henckel von Donnersmarck,The Tourist 
4738,6.0,Kurt Hale,The R.M. 
801,6.0,Harald Zwart,The Mortal Instruments: City of Bones 
4742,6.0,Eric Schaeffer,Never Again 
4118,6.0,Rupert Wyatt,The Gambler 
1535,6.0,Mike Newell,Pushing Tin 
418,6.0,Justin Lin,The Fast and the Furious: Tokyo Drift 
1148,6.0,Betty Thomas,28 Days 
2791,6.0,Alan Cohn,Dead Man on Campus 
3149,6.0,James Foley,The Corruptor 
3321,6.0,André Téchiné,The Girl on the Train 
666,6.0,John Woo,Broken Arrow 
1837,6.0,Ivan Reitman,Kindergarten Cop 
2827,6.0,Kasi Lemmons,The Caveman's Valentine 
4542,6.0,Takao Okawara,Godzilla 2000 
1855,6.0,Michael Cristofer,Original Sin 
1249,6.0,John McTiernan,Medicine Man 
4091,6.0,Mira Nair,Kama Sutra: A Tale of Love 
668,6.0,Oliver Stone,World Trade Center 
810,6.0,Pou-Soi Cheang,Xi you ji zhi: Sun Wukong san da Baigu Jing 
3170,6.0,Florian Henckel von Donnersmarck,The Tourist 
3044,6.0,Brian De Palma,Raising Cain 
853,6.0,Barry Levinson,Disclosure 
4599,6.0,Craig Mazin,The Specials 
1881,6.0,John A. Davis,Jimmy Neutron: Boy Genius 
1883,6.0,Michael Pressman,Teenage Mutant Ninja Turtles II: The Secret of the Ooze 
1537,6.0,Neil Marshall,Doomsday 
1222,6.0,Nick Cassavetes,The Other Woman 
1392,6.0,Mikael Håfström,The Rite 
2608,6.0,Ivan Reitman,Twins 
1146,6.0,Paul McGuigan,Victor Frankenstein 
3954,6.0,Sam Levinson,Another Happy Day 
2576,6.0,Bruce Paltrow,Duets 
4909,6.0,Jay Duplass,Baghead 
2139,6.0,Tyler Perry,For Colored Girls 
1018,6.0,Jim Sheridan,Dream House 
1024,6.0,Tony Scott,Domino 
2385,6.0,Andrew Douglas,The Amityville Horror 
3273,6.0,Anurag Basu,Kites 
4172,6.0,Frank Sebastiano,Beer League 
2339,6.0,Jean-Marie Poiré,Les couloirs du temps: Les visiteurs II 
4990,6.0,Jem Cohen,Counting 
3075,6.0,Karan Johar,Kabhi Alvida Naa Kehna 
36,6.0,Michael Bay,Transformers: Revenge of the Fallen 
2290,6.0,Neil Jordan,We're No Angels 
637,6.0,Kinka Usher,Mystery Men 
784,6.0,Jon Avnet,Righteous Kill 
1622,6.0,Michael McCullers,Baby Mama 
2271,6.0,Mark Mylod,What's Your Number? 
4335,6.0,Harald Reinl,The Torture Chamber of Dr. Sadism 
1050,6.0,Harold Ramis,Bedazzled 
1055,6.0,Ben Stiller,The Cable Guy 
1482,6.0,Peter Yates,Krull 
3263,6.0,Julian Gilbey,Plastic 
1487,6.0,Les Mayfield,American Outlaws 
3354,6.0,Serdar Akar,Valley of the Wolves: Iraq 
847,6.0,Brad Silberling,Casper 
991,6.0,Garry Marshall,Raising Helen 
3444,6.0,Paul Gross,Men with Brooms 
1128,6.0,Spike Lee,Miracle at St. Anna 
243,6.0,John Woo,Windtalkers 
1127,6.0,Stephen Sommers,Deep Rising 
4808,6.0,Cassandra Nicolaou,Show Me 
1494,6.0,Lexi Alexander,Punisher: War Zone 
